Year,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population",Local Government Area,Police Service Area,Police Region
2022,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,38,23.56145727,23.56145727,Darebin,Darebin,1 North West Metro
2022,C Drug offences,C30 Drug use and possession,C31 Drug use,5,3.100191746,3.100191746,Darebin,Darebin,1 North West Metro
2022,C Drug offences,C30 Drug use and possession,C32 Drug possession,340,210.813038731,210.813038731,Darebin,Darebin,1 North West Metro
2022,C Drug offences,C90 Other drug offences,C99 Other drug offences,1,0.620038349,0.620038349,Darebin,Darebin,1 North West Metro
2022,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,53,32.862032508,32.862032508,Darebin,Darebin,1 North West Metro
2022,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,189,117.187248,117.187248,Darebin,Darebin,1 North West Metro
2022,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,5,3.100191746,3.100191746,Darebin,Darebin,1 North West Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,7,4.340268444,4.340268444,Darebin,Darebin,1 North West Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,31,19.221188825,19.221188825,Darebin,Darebin,1 North West Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,33,20.461265524,20.461265524,Darebin,Darebin,1 North West Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,4,2.480153397,2.480153397,Darebin,Darebin,1 North West Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,11,6.820421841,6.820421841,Darebin,Darebin,1 North West Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,0.620038349,0.620038349,Darebin,Darebin,1 North West Metro
2022,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,0.620038349,0.620038349,Darebin,Darebin,1 North West Metro
2022,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,2,1.240076698,1.240076698,Darebin,Darebin,1 North West Metro
2022,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,72,44.642761143,44.642761143,Darebin,Darebin,1 North West Metro
2022,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2,1.240076698,1.240076698,Darebin,Darebin,1 North West Metro
2022,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,135,83.705177143,83.705177143,Darebin,Darebin,1 North West Metro
2022,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,6,3.720230095,3.720230095,Darebin,Darebin,1 North West Metro
2022,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2,1.240076698,1.240076698,Darebin,Darebin,1 North West Metro
2022,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,10,6.200383492,6.200383492,Darebin,Darebin,1 North West Metro
2022,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,443,274.676988699,274.676988699,Darebin,Darebin,1 North West Metro
2022,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,65,40.302492699,40.302492699,Darebin,Darebin,1 North West Metro
2022,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,438,271.576796953,271.576796953,Darebin,Darebin,1 North West Metro
2022,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,18,11.160690286,11.160690286,Darebin,Darebin,1 North West Metro
2022,F Other offences,F20 Transport regulation offences,F21 Public transport,1,0.620038349,0.620038349,Darebin,Darebin,1 North West Metro
2022,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,0.620038349,0.620038349,Darebin,Darebin,1 North West Metro
2022,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,0.620038349,0.620038349,Darebin,Darebin,1 North West Metro
2022,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,0.620038349,0.620038349,Darebin,Darebin,1 North West Metro
2022,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,168,104.166442667,104.166442667,Darebin,Darebin,1 North West Metro
2022,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,4,2.480153397,2.480153397,Darebin,Darebin,1 North West Metro
2022,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,2,1.240076698,1.240076698,Darebin,Darebin,1 North West Metro
2022,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,1,0.620038349,0.620038349,Darebin,Darebin,1 North West Metro
2022,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,4.084980547,4.084980547,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,120,245.098832833,245.098832833,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,80,163.399221888,163.399221888,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",29,59.232217935,59.232217935,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,212,433.007938004,433.007938004,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,117,238.971362012,238.971362012,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,118,241.013852285,241.013852285,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,2,4.084980547,4.084980547,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,4,8.169961094,8.169961094,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,1,2.042490274,2.042490274,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,29,59.232217935,59.232217935,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,12,24.509883283,24.509883283,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,10,20.424902736,20.424902736,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,2.042490274,2.042490274,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,29,59.232217935,59.232217935,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,28,57.189727661,57.189727661,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,7,14.297431915,14.297431915,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,12,24.509883283,24.509883283,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,29,59.232217935,59.232217935,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B10 Arson,B11 Cause damage by fire,12,24.509883283,24.509883283,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B20 Property damage,B21 Criminal damage,429,876.228327377,876.228327377,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B20 Property damage,B22 Graffiti,26,53.104747114,53.104747114,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B20 Property damage,B29 Other property damage offences,3,6.127470821,6.127470821,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,38,77.614630397,77.614630397,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2,4.084980547,4.084980547,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,142,290.033618852,290.033618852,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,97,198.12155654,198.12155654,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2,4.084980547,4.084980547,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,68,138.889338605,138.889338605,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,168,343.138365966,343.138365966,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B40 Theft,B43 Steal from a retail store,131,267.566225842,267.566225842,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,41,83.742101218,83.742101218,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,29,59.232217935,59.232217935,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B40 Theft,B49 Other theft,245,500.410117033,500.410117033,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,2,4.084980547,4.084980547,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,84,171.569182983,171.569182983,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B50 Deception,B54 State false information,3,6.127470821,6.127470821,East Gippsland,East Gippsland,2 Eastern
2022,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,2,4.084980547,4.084980547,East Gippsland,East Gippsland,2 Eastern
2022,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,16,32.679844378,32.679844378,East Gippsland,East Gippsland,2 Eastern
2022,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,13,26.552373557,26.552373557,East Gippsland,East Gippsland,2 Eastern
2022,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,1,2.042490274,2.042490274,East Gippsland,East Gippsland,2 Eastern
2022,C Drug offences,C30 Drug use and possession,C31 Drug use,2,4.084980547,4.084980547,East Gippsland,East Gippsland,2 Eastern
2022,C Drug offences,C30 Drug use and possession,C32 Drug possession,132,269.608716116,269.608716116,East Gippsland,East Gippsland,2 Eastern
2022,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,24,49.019766567,49.019766567,East Gippsland,East Gippsland,2 Eastern
2022,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,65,132.761867784,132.761867784,East Gippsland,East Gippsland,2 Eastern
2022,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,3,6.127470821,6.127470821,East Gippsland,East Gippsland,2 Eastern
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,9,18.382412462,18.382412462,East Gippsland,East Gippsland,2 Eastern
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,46,93.954552586,93.954552586,East Gippsland,East Gippsland,2 Eastern
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,18,36.764824925,36.764824925,East Gippsland,East Gippsland,2 Eastern
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,4,8.169961094,8.169961094,East Gippsland,East Gippsland,2 Eastern
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,5,10.212451368,10.212451368,East Gippsland,East Gippsland,2 Eastern
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,5,10.212451368,10.212451368,East Gippsland,East Gippsland,2 Eastern
2022,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,2.042490274,2.042490274,East Gippsland,East Gippsland,2 Eastern
2022,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,2.042490274,2.042490274,East Gippsland,East Gippsland,2 Eastern
2022,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,27,55.147237387,55.147237387,East Gippsland,East Gippsland,2 Eastern
2022,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,6,12.254941642,12.254941642,East Gippsland,East Gippsland,2 Eastern
2022,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,61,124.59190669,124.59190669,East Gippsland,East Gippsland,2 Eastern
2022,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,3,6.127470821,6.127470821,East Gippsland,East Gippsland,2 Eastern
2022,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,5,10.212451368,10.212451368,East Gippsland,East Gippsland,2 Eastern
2022,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,11,22.46739301,22.46739301,East Gippsland,East Gippsland,2 Eastern
2022,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,459,937.503035585,937.503035585,East Gippsland,East Gippsland,2 Eastern
2022,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,49,100.082023407,100.082023407,East Gippsland,East Gippsland,2 Eastern
2022,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,164,334.968404871,334.968404871,East Gippsland,East Gippsland,2 Eastern
2022,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,3,6.127470821,6.127470821,East Gippsland,East Gippsland,2 Eastern
2022,F Other offences,F20 Transport regulation offences,F21 Public transport,1,2.042490274,2.042490274,East Gippsland,East Gippsland,2 Eastern
2022,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,4,8.169961094,8.169961094,East Gippsland,East Gippsland,2 Eastern
2022,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,2,4.084980547,4.084980547,East Gippsland,East Gippsland,2 Eastern
2022,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,133,271.651206389,271.651206389,East Gippsland,East Gippsland,2 Eastern
2022,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,2.042490274,2.042490274,East Gippsland,East Gippsland,2 Eastern
2022,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,5,3.580984458,3.580984458,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,145,103.84854929,103.84854929,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,196,140.374590765,140.374590765,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",65,46.552797958,46.552797958,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,394,282.181575312,282.181575312,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,243,174.035844672,174.035844672,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,201,143.955575223,143.955575223,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,8,5.729575133,5.729575133,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,2,1.432393783,1.432393783,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,37,26.499284991,26.499284991,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,2,1.432393783,1.432393783,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,2,1.432393783,1.432393783,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,1,0.716196892,0.716196892,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,27,19.337316075,19.337316075,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,24,17.1887254,17.1887254,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,21,15.040134725,15.040134725,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,14,10.026756483,10.026756483,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,54,38.674632149,38.674632149,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,52,37.242238366,37.242238366,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,34,24.350694316,24.350694316,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,17,12.175347158,12.175347158,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,45,32.228860125,32.228860125,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B10 Arson,B11 Cause damage by fire,42,30.08026945,30.08026945,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B10 Arson,B19 Other fire related offences,15,10.742953375,10.742953375,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B20 Property damage,B21 Criminal damage,768,550.039212792,550.039212792,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B20 Property damage,B22 Graffiti,88,63.025326466,63.025326466,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B20 Property damage,B29 Other property damage offences,5,3.580984458,3.580984458,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,56,40.107025933,40.107025933,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1,0.716196892,0.716196892,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,213,152.549937923,152.549937923,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,118,84.511233215,84.511233215,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,201,143.955575223,143.955575223,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,796,570.092725758,570.092725758,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B40 Theft,B43 Steal from a retail store,337,241.358352488,241.358352488,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,86,61.592932682,61.592932682,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,131,93.821792807,93.821792807,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B40 Theft,B49 Other theft,628,449.77164796,449.77164796,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,61,43.688010391,43.688010391,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,274,196.237948314,196.237948314,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B50 Deception,B54 State false information,11,7.878165808,7.878165808,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,1,0.716196892,0.716196892,Frankston,Frankston,3 Southern Metro
2022,B Property and deception offences,B50 Deception,B59 Other deception offences,4,2.864787567,2.864787567,Frankston,Frankston,3 Southern Metro
2022,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,1,0.716196892,0.716196892,Frankston,Frankston,3 Southern Metro
2022,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,91,65.173917141,65.173917141,Frankston,Frankston,3 Southern Metro
2022,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,32,22.918300533,22.918300533,Frankston,Frankston,3 Southern Metro
2022,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,28,20.053512966,20.053512966,Frankston,Frankston,3 Southern Metro
2022,C Drug offences,C30 Drug use and possession,C31 Drug use,2,1.432393783,1.432393783,Frankston,Frankston,3 Southern Metro
2022,C Drug offences,C30 Drug use and possession,C32 Drug possession,324,232.047792897,232.047792897,Frankston,Frankston,3 Southern Metro
2022,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,65,46.552797958,46.552797958,Frankston,Frankston,3 Southern Metro
2022,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,268,191.940766964,191.940766964,Frankston,Frankston,3 Southern Metro
2022,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,7,5.013378242,5.013378242,Frankston,Frankston,3 Southern Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,11,7.878165808,7.878165808,Frankston,Frankston,3 Southern Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,117,83.795036324,83.795036324,Frankston,Frankston,3 Southern Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,34,24.350694316,24.350694316,Frankston,Frankston,3 Southern Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,12,8.5943627,8.5943627,Frankston,Frankston,3 Southern Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,8,5.729575133,5.729575133,Frankston,Frankston,3 Southern Metro
2022,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,2,1.432393783,1.432393783,Frankston,Frankston,3 Southern Metro
2022,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,0.716196892,0.716196892,Frankston,Frankston,3 Southern Metro
2022,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,0.716196892,0.716196892,Frankston,Frankston,3 Southern Metro
2022,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,56,40.107025933,40.107025933,Frankston,Frankston,3 Southern Metro
2022,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2,1.432393783,1.432393783,Frankston,Frankston,3 Southern Metro
2022,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,241,172.603450889,172.603450889,Frankston,Frankston,3 Southern Metro
2022,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,9,6.445772025,6.445772025,Frankston,Frankston,3 Southern Metro
2022,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,14,10.026756483,10.026756483,Frankston,Frankston,3 Southern Metro
2022,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,15,10.742953375,10.742953375,Frankston,Frankston,3 Southern Metro
2022,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,765,547.890622117,547.890622117,Frankston,Frankston,3 Southern Metro
2022,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,60,42.971813499,42.971813499,Frankston,Frankston,3 Southern Metro
2022,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,547,391.759699736,391.759699736,Frankston,Frankston,3 Southern Metro
2022,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,28,20.053512966,20.053512966,Frankston,Frankston,3 Southern Metro
2022,F Other offences,F20 Transport regulation offences,F21 Public transport,3,2.148590675,2.148590675,Frankston,Frankston,3 Southern Metro
2022,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,149,106.713336857,106.713336857,Frankston,Frankston,3 Southern Metro
2022,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,0.716196892,0.716196892,Frankston,Frankston,3 Southern Metro
2022,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,6,2.155109358,2.179153547,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,371,133.257595298,134.744327628,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,420,150.857655055,152.540748258,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",71,25.502127402,25.786650301,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,608,218.384414936,220.820892716,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,400,143.673957195,145.276903103,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,391,140.441293158,142.008172783,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,5,1.795924465,1.815961289,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,12,4.310218716,4.358307093,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,69,24.783757616,25.060265785,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,10,3.59184893,3.631922578,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,5,1.795924465,1.815961289,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,2,0.718369786,0.726384516,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,36,12.930656148,13.074921279,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,31,11.134731683,11.25895999,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,20,7.18369786,7.263845155,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,26,9.338807218,9.442998702,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,102,36.636859085,37.045610291,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,106,38.073598657,38.498379322,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,39,14.008210826,14.164498053,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,34,12.212286362,12.348536764,Greater Geelong,Geelong,4 Western
2022,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,105,37.714413764,38.135187064,Greater Geelong,Geelong,4 Western
2022,B Property and deception offences,B10 Arson,B11 Cause damage by fire,80,28.734791439,29.055380621,Greater Geelong,Geelong,4 Western
